"Symbol","US Trading Venue","Trading Date","OTC Tier","Caveat Emptor","Security Type","Security Class","Security Name","Country of Domicile","Company Name"
"VRTT","OTC Link/BB","27/10/2015","OTCQB","N","Common Stock","","VIATAR CTC SOLUTIONS INC","USA","Viatar CTC Solutions Inc."
"VRTY","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","VERITY CORP","USA","Verity Corp."
"VSBN","OTC Link","27/10/2015","OTCQX U.S. Premier","N","Common Stock","","VSB BANCORP INC (NY)","USA","VSB Bancorp, Inc."
"VSDL","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","VERSADIAL INC","USA","Versadial, Inc."
"VSHC","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","VISUAL HEALTHCARE CORP","USA","Visual Healthcare Corp."
"VSMD","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","VASAMED INC","USA","Vasamed, Inc."
"VSMR","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","VERIFY SMART CORP","USA","Verify Smart Corp."
"VSPC","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","VIASPACE INC","USA","VIASPACE, Inc."
"VSRV","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","VOICESERVE INC","United Kingdom","Voiceserve, Inc."
"VSSPY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","VALID SOLCOS SRVCS S/ADR","Brazil","Valid Solucoes e Servicos de Seguranca em Meios de Pagamento"
"VSST","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","VOICE ASSIST INC","USA","Voice Assist, Inc."
"VSTA","OTC Link","27/10/2015","OTCQB","N","Common Stock","","VISTAGEN THERAPEUTICS INC","USA","VistaGen Therapeutics, Inc."
"VSTHY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","VST HOLDINGS LTD S/ADR","China","VST Holdings Ltd."
"VSTI","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","VERSUS TECHNOLOGY INC","USA","Versus Technology, Inc."
"VSTR","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","VALUESETTERS INC","USA","ValueSetters, Inc."
"VSUL","OTC Link","27/10/2015","OTCQB","N","Common Stock","","VISUALANT INC","USA","Visualant, Inc."
"VSYM","OTC Link/BB","27/10/2015","OTC Pink Current","N","Common Stock","","VIEW SYSTEMS INC","USA","View Systems, Inc."
"VSYS","OTC Link","27/10/2015","OTCQB","N","Common Stock","","VISCOUNT SYSTEMS INC","Canada","Viscount Systems, Inc."
"VTCQ","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","VITACIG INC","USA","Vitacig Inc."
"VTDI","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","SECURED TECH INNOVATIONS","USA","Secured Technology Innovations Corp."
"VTEQ","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","VERITEQ CORPORATION","USA","VeriTeQ Corp."
"VTGDF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","VANTAGE DRILLING CO ORD","USA","Vantage Drilling Co."
"VTGFF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","VANTAGE GOLDFIELDS LTD,","Australia","Vantage Goldfields Ltd,"
"VTIFF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","VALDOR TECH INTL INC ORD","Canada","Valdor Technology International Inc."
"VTKLY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","VTECH HOLDINGS UNSP/ADR","Hong Kong","VTech Holdings, Ltd."
"VTMB","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","VITAMIN BLUE INC","USA","Vitamin Blue Inc"
"VTMC","OTC Link","27/10/2015","OTC Pink No Information","Y","Common Stock","","VALENTINE MARK CORP","USA","Valentine Mark Corporation"
"VTMLF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","VENTURE MINERALS LTD ORD","Australia","Venture Minerals Ltd."
"VTPI","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","VITAL PRODUCTS INC","USA","Vital Products, Inc."
"VTRQ","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","VETRO INC","USA","Vetro Inc."
"VTSI","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","VIRTRA SYS INC","USA","VirTra Systems, Inc."
"VTSYF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","VITASOY INTL H PAR","China","Vitasoy International Holdings Ltd."
"VTXB","OTC Link","27/10/2015","OTC Pink No Information","Y","Common Stock","","VORTEX BRANDS CO","USA","Vortex Brands Co."
"VTXX","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","VERTX CORP","","VertX Corp"
"VULC","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","VULCAN INTL CORP","USA","Vulcan International Corp."
"VUME","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","VUMEE INC","USA","VuMee Inc."
"VUOC","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","VU1 CORP","USA","Vu1 Corp."
"VUPPF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","VERWALTUNGS UND PRI","Liechtenstein","Verwaltungs-und Privat Bank AG"
"VVDB","OTC Link","27/10/2015","OTC Pink No Information","Y","Common Stock","","VIAVID BROADCASTING INC","Canada","ViaVid Broadcasting, Inc."
"VVDL","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","VIVID LEARNING SYS INC","USA","Vivid Learning Systems, Inc."
"VVIT","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","VISTA INTL TECHS INC","USA","Vista International Technologies, Inc."
"VWDRY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","VESTAS WIND SYS UNSP/ADR","Denmark","Vestas Wind Systems A/S"
"VWSYF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","VESTA WIND SYSTEMS ORD","Denmark","Vestas Wind Systems A/S"
"VYCO","OTC Link","27/10/2015","OTCQB","N","Common Stock","","VYCOR MEDICAL INC","USA","Vycor Medical, Inc."
"VYDR","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","VYDROTECH INC","USA","Vydrotech, Inc."
"VYEY","OTC Link","27/10/2015","OTCQX U.S.","N","Common Stock","","VICTORY ENERGY CORP","USA","Victory Energy Corp."
"VYST","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","VYSTAR CORP","USA","Vystar Corp."
"WACF","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WEATHERLY AIRCRAFT CO","USA","Weatherly Aircraft Company"
"WACLY","OTC Link","27/10/2015","OTCQX International Premier","N","American Depository Receipts","","WACOAL HLDGS CORP ADR","Japan","Wacoal Holdings Corp."
"WACMY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","WACOM CO LTD UNSP/ADR","Japan","Wacom Co., Ltd."
"WAKE","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WAKE FOREST BNCSHARES INC","USA","Wake Forest Bancshares, Inc."
"WALK","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WALKING COMPANY HLDGS","USA","Walking Company Holdings, Inc. (The)"
"WARFF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WHARF HLDG LTD ORD","Hong Kong","Wharf Holdings Ltd."
"WARFY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","WHARF HLDG LTD UNSP ADR","Hong Kong","Wharf Holdings Ltd."
"WARM","OTC Link","27/10/2015","OTCQB","N","Common Stock","","HPEV INC","USA","HPEV, Inc."
"WASM","OTC Link/BB","27/10/2015","OTCQB","N","Common Stock","","WESTMOUNTAIN CO","USA","Westmountain Company"
"WAWL","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WAWEL SAVINGS BANK NJ","USA","Wawel Savings Bank SLA (Wallington, NJ)"
"WAXS","OTC Link","27/10/2015","OTC Pink No Information","Y","Common Stock","","WORLD ACCESS INC","USA","World Access, Inc."
"WAYS","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","WAVE SYNC CORP","China","Wave Sync Corp."
"WBHC","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WILSON BK HLDG CO","USA","Wilson Bank Holding Company"
"WBRBY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","WIENERBERGER BSTOFF S/ADR","Austria","Wienerberger Baustoffindustrie AG"
"WBRE","OTC Link","27/10/2015","OTC Pink No Information","Y","Common Stock","","WILD BRUSH ENERGY INC","USA","Wild Brush Energy, Inc."
"WBSI","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WEBSAFETY INC","USA","WebSafety, Inc."
"WBTMU","OTC Link","27/10/2015","OTC Pink No Information","N","Units","","WESTBROOK THMPSN OV RD UT","","Westbrook-Thompson Overriding Royalty Trust"
"WCBH","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WCB HOLDINGS INC","USA","WCB Holdings, Inc."
"WCFB","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WEBSTER CITY FED BANCORP","USA","Webster City Federal Bancorp"
"WCHS","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WINCHESTER HOLDING GRP","USA","Winchester Holding Group"
"WCIG","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WEE-CIG INTL CORP","USA","Wee-Cig International Corporation"
"WCRS","OTC Link","27/10/2015","OTCQB","N","Common Stock","","WESTERN CAPITAL RES INC","USA","Western Capital Resources, Inc."
"WCSY","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WEALTHCRAFT SYSTEMS INC","China","Wealthcraft Systems, Inc."
"WCUI","OTC Link","27/10/2015","OTCQB","N","Common Stock","","WELLNESS CENTER USA INC","USA","Wellness Center USA Inc"
"WCYN","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WEST CANYON ENERGY CORP","USA","West Canyon Energy Corp."
"WDDD","OTC Link","27/10/2015","OTCQB","N","Common Stock","","WORLDS INC","USA","Worlds, Inc."
"WDFN","OTC Link","27/10/2015","OTCQX U.S. Premier","N","Common Stock","","WOODLANDS FINL SVCS CO","USA","Woodlands Financial Services Co."
"WDGJF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WOOD GROUP JOHN PLC","United Kingdom","Wood Group (John) Plc."
"WDHR","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","WEEDHIRE INTL INC","USA","WeedHire International, Inc."
"WDIS","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WORDSMITH MEDIA INC","USA","Wordsmith Media, Inc."
"WDKA","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","PANACHE BEVERAGE INC","USA","Panache Beverage Inc."
"WDRP","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WANDERPORT CORP","USA","Wanderport Corp"
"WDSL","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WIRELESS DATA SLTNS (NV)","USA","Wireless Data Solutions, Inc."
"WEBB","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WEBB INTERACTIVE SVCS INC","USA","Webb Interactive Services, Inc."
"WEBC","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","WEBCO INDUSTRIES INC","USA","Webco Industries, Inc."
"WEBJF","OTC Link","27/10/2015","OTCQX International","N","Ordinary Shares","","WEBJET LTD ORD","Australia","Webjet Ltd."
"WEBNF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WESTPAC BANKING CP ORD","Australia","Westpac Banking Corp. Ltd."
"WECFF","OTC Link","27/10/2015","OTCQX International","N","Ordinary Shares","","WHITE ENERGY CO LTD ORD","Australia","White Energy Company Ltd."
"WECFY","OTC Link","27/10/2015","OTCQX International","N","American Depository Receipts","","WHITE ENERGY CO S/ADR","Australia","White Energy Company Ltd."
"WECS","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WECOSIGN INC","USA","Wecosign, Inc."
"WEDG","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","WEED GROWTH FUND INC","USA","Weed Growth Fund, Inc."
"WEDXF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WESTAIM CORP NEW","Canada","Westaim Corporation (The)"
"WEFIF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WESTFIELD CRP STAPLED SEC","Australia","Westfield Corp."
"WEFP","OTC Link","27/10/2015","OTCQB","N","Common Stock","","WELLS FINANCIAL CORP","USA","Wells Financial Corp."
"WEGYF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WESTBRIDGE ENERGY CORP","Canada","Westbridge Energy Corp"
"WEGZY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","WEG SA S/ADR","Brazil","Weg SA"
"WEICF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WEICHAI POWER CO LTD ORD","China","Weichai Power Company Ltd."
"WEICY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","WEICHAI PWR CO UNSP/ADR","China","Weichai Power Company Ltd."
"WEIGY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","WEIR GROUP PLC UNSP/ADR","United Kingdom","Weir Group PLC"
"WEIN","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WEST END INDIANA BNCSHS","USA","West End Indiana Bancshares Inc"
"WELPM","OTC Link","27/10/2015","OTCQB","N","Preferred Stock","","WISC ELEC PWR 6 PR","USA","Wisconsin Electric Power Co."
"WELPP","OTC Link","27/10/2015","OTCQB","N","Preferred Stock","","WISC ELEC PWR 3.60 PR","USA","Wisconsin Electric Power Co."
"WELX","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WINLAND ELECTRONICS INC","USA","Winland Electronics, Inc."
"WEQL","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WELLQUEST MED&WELLNESS","USA","WellQuest Medical & Wellness Corp."
"WESC","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","W&E SOURCE CORP","USA","W&E Source Corp"
"WEST","OTC Link","27/10/2015","OTCQB","N","Common Stock","","ANDALAY SOLAR INC","USA","Andalay Solar, Inc."
"WETM","OTC Link/BB","27/10/2015","OTCQB","N","Common Stock","","WESTMOUNTAIN ALTRNTVE ENG","USA","Westmountain Alternative Energy, Inc."
"WEYI","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WESTPOINT ENERGY INC NEV","USA","Westpoint Energy Inc"
"WEYL","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WEYLAND TECH INC","Hong Kong","Weyland Tech Inc."
"WFAFF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WESFARMERS LTD OLD","Australia","Wesfarmers Ltd."
"WFAFY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","WESFARMERS LTD UNSP/ADR","Australia","Wesfarmers Ltd."
"WFCF","OTC Link","27/10/2015","OTCQB","N","Common Stock","","WHERE FOOD COMES FROM INC","USA","Where Food Comes From, Inc."
"WFCL","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","1867 WESTN FINL CORP","USA","1867 Western Financial Corp"
"WFEMF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WOULFE MINING CORP","Canada","Woulfe Mining Corp"
"WFGPY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","WESTFIELD CORP S/ADR","Australia","Westfield Corp."
"WFMC","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","WHAM INC","USA","Wham Inc."
"WFMRF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WOLF MINERALS LTD SHS","","Wolf Minerals Ltd."
"WFREF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","LONG RUN EXPLOR LTD ORD","Canada","Long Run Exploration Ltd."
"WFSTF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WESTERN FOREST PRODS INC","Canada","Western Forest Products Inc."
"WFTBF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WEST FRASER TIMBER LTD","Canada","West Fraser Timber Co. Ltd."
"WFTSF","OTC Link","27/10/2015","OTCQX International","N","Ordinary Shares","","WAVEFRONT TECH SLTNS INC","Canada","Wavefront Technology Solutions, Inc."
"WFWL","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WIFI WIRELESS INC","USA","Wifi Wireless, Inc."
"WGAS","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WORTHINGTON ENERGY","USA","Worthington Energy, Inc."
"WGEE","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WGE HOLDINGS CORP","USA","WGE Holdings Corp."
"WGEI","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WINDGEN ENERGY INC","USA","WindGen Energy Inc."
"WGHPY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","WH GROUP LTD UNSP/ADR","China","WH Group Ltd."
"WGIH","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WGI HOLDINGS INC","USA","WGI Holdings, Inc."
"WGLCN","OTC Link","27/10/2015","OTC Pink Current","N","Preferred Stock","","WASH GAS LIGHT 4.25 PR","USA","Washington Gas Light Co."
"WGLCO","OTC Link","27/10/2015","OTC Pink Current","N","Preferred Stock","","WASH GAS LIGHT 4.80 PR","USA","Washington Gas Light Co."
"WGLCP","OTC Link","27/10/2015","OTC Pink Current","N","Preferred Stock","","WASH GAS LIGHT 5 PR","USA","Washington Gas Light Co."
"WGLD","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WHOLE GOLD INTL GROUP","China","Whole Gold International Group Holding Company"
"WGNAP","OTC Link","27/10/2015","OTC Pink No Information","N","Preferred Stock","","WGNB CORP 9% A PFD","USA","WGNB Corp."
"WGNR","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","WEGENER CORP","USA","Wegener Corp."
"WGPLF","OTC Link","27/10/2015","OTCQX International","N","Ordinary Shares","","WELLGREEN PLATINUM LTD","Canada","Wellgreen Platinum Ltd."
"WGTB","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WASHINGTON BANCORP INC","USA","Washington Bancorp, Inc."
"WGTG","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WINGS & THINGS INC","USA","Wings & Things, Inc."
"WHCA","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WILLISTON HOLDING CO","USA","Williston Holding Company, Inc."
"WHELF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WILDHORSE ENGY LTD ORD","Australia","Wildhorse Energy Limited"
"WHEN","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WORLD HEALTH ENERGY HLDGS","USA","World Health Energy Holdings, Inc."
"WHHT","OTC Link/BB","27/10/2015","OTCQB","N","Common Stock","","WONHE HIGH-TECH INTL INC","China","Wonhe High-Tech International, Inc."
"WHITF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WHITEHAVEN COAL LTD","Australia","Whitehaven Coal Ltd,"
"WHLKF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WHEELOCK&CO LTD","Hong Kong","Wheelock & Co. Ltd."
"WHLKY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","WHEELOCK&CO LTD UNSP/ADR","Hong Kong","Wheelock & Co. Ltd."
"WHLX","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WLMG HOLDING INC","USA","WLMG Holding, Inc."
"WIHLY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","WIHLBORGS FSTGHTR UNS/ADR","Sweden","Wihlborgs Fastigheter AB"
"WILD","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WILD CRAZE INC","USA","Wild Craze, Inc."
"WILYY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","WILLIAM DEMANT HLDG U/ADR","Denmark","William Demant Holdings"
"WIMHY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","WILLIAM HILL PLC UNSP/ADR","United Kingdom","William Hill Plc"
"WINH","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WINHA INTL GROUP LTD","China","Winha International Group Ltd."
"WIPSI","OTC Link","27/10/2015","OTC Pink Current","N","Preferred Stock","","WISC PUBLIC SVC 6.88 PR","USA","Wisconsin Public Service Corp."
"WIPSL","OTC Link","27/10/2015","OTC Pink Current","N","Preferred Stock","","WISC PUBLIC SVC 5.08 PR","USA","Wisconsin Public Service Corp."
"WIPSM","OTC Link","27/10/2015","OTC Pink Current","N","Preferred Stock","","WISC PUBLIC SVC 5.04 PR","USA","Wisconsin Public Service Corp."
"WIPSO","OTC Link","27/10/2015","OTC Pink Current","N","Preferred Stock","","WISC PUBLIC SVC 5 PR","USA","Wisconsin Public Service Corp."
"WIRX","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WIRELESS XCESSORIES GRP","USA","Wireless Xcessories Group, Inc."
"WISH","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WRIGHT INVESTORS SERVICE","USA","Wright Investors' Service Holdings , Inc."
"WISKF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WEISS KOREA OPPTY FD ORD","United Kingdom","Weiss Korea Opportunity Fund Ltd."
"WIZD","OTC Link/BB","27/10/2015","OTCQB","N","Common Stock","","WIZARD WORLD INC","USA","Wizard World, Inc."
"WJRYY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","WEST JAPAN RWY UNSP/ADR","Japan","West Japan Railway Co."
"WKCMF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WACKER CHEMIE AG ORD","Germany","Wacker Chemie AG"
"WKHS","OTC Link","27/10/2015","OTCQB","N","Common Stock","","WORKHORSE GROUP INC","USA","Workhorse Group Inc."
"WKLN","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WALKER LANE EXP INC","USA","Walker Lane Exploration, Inc."
"WKRCF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WACKER NEUSON SE NAMEN AK","Germany","Wacker Neuson SE"
"WKUA","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WAILUKU AGRIBUSINESS CO","USA","Wailuku Agribusiness Co."
"WLAN","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WIALAN TECHNOLOGIES INC","USA","Wialan Technologies, Inc."
"WLCDF","OTC Link","27/10/2015","OTCQX International","N","Ordinary Shares","","WESTERN LITHIUM USA CORP","Canada","Western Lithium USA Corp."
"WLDVF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","AZ MNG INC","Canada","AZ MNG INC."
"WLFDY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","WOLFORD AG SPONS ADR","Austria","Wolford AG"
"WLGC","OTC Link","27/10/2015","OTCQB","N","Common Stock","","WORDLOGIC CORP","Canada","WordLogic Corp."
"WLKR","OTC Link","27/10/2015","OTCQB","N","Common Stock","","WALKER INNOVATION INC","USA","Walker Innovation Inc."
"WLMIF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WILMAR INTL LTD ORD","Singapore","Wilmar International, Ltd."
"WLMIY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","WILMAR INTL LTD UNSP/ADR","Singapore","Wilmar International, Ltd."
"WLOLQ","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WINLAND OCEAN SHIPPING CP","Hong Kong","Winland Ocean Shipping Corp."
"WLSE","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WILSHIRE ENTERPRISES INC","USA","Wilshire Enterprises, Inc."
"WLSI","OTC Link","27/10/2015","OTC Pink No Information","Y","Common Stock","","WELLSTAR INTL INC","USA","Wellstar International, Inc."
"WLTGQ","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WALTER ENERGY INC","USA","Walter Energy, Inc."
"WLUC","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WESTERN LUCRATIVE ENTERPR","USA","Western Lucrative Enterprises Inc"
"WLWHY","OTC Link","27/10/2015","OTC Pink Current","N","Global Depository Receipts","","WOOLWORTHS HLDGS S/ADR","South Africa","Woolworths Holdings Ltd."
"WLYW","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WALLY WORLD MEDIA INC","USA","Wally World Media Inc."
"WMAC","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WMAC HOLDINGS CORP","Philippines","WMAC Holdings Corporation"
"WMAL","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WORLDS MALL INC","USA","Worlds Mall, Inc."
"WMBC","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WEST MILTON BANCORP","USA","West Milton Bancorp, Inc."
"WMCB","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WILLAMETTE COMMUNITY BANK","USA","Willamette Community Bank (Albany, OR)"
"WMDS","OTC Link","27/10/2015","OTCQB","N","Common Stock","","WESTMOUNTAIN DISTRSD INC","USA","WestMountain Distressed Debt, Inc"
"WMEG","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WORLD MORTGAGE EXCH GROUP","USA","World Mortgage Exchange Group Inc."
"WMHH","OTC Link/BB","27/10/2015","OTC Pink Current","N","Common Stock","","WATERMARK GROUP INC","USA","Watermark Group, Inc."
"WMHI","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WORLD MBILE HLDGS INC","USA","World Mobile Holdings, Inc."
"WMIG","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WEST MICHIGAN NB & TR","USA","West Michigan National Bank & Trust"
"WMLLF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WEALTH MINERALS LTD","Canada","Wealth Minerals Ltd."
"WMMVF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WALMART DE MEX SAB CV ORD","Mexico","Wal-Mart De Mexico S.A.B. de C.V."
"WMMVY","OTC Link","27/10/2015","OTCQX International Premier","N","American Depository Receipts","","WAL-MART DE MEX V S/ADR","Mexico","Wal-Mart De Mexico S.A.B. de C.V."
"WMPN","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WILLIAM PENN BANCORP INC","USA","William Penn Bancorp, Inc."
"WMRSF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WESTMINSTER RESOURCES LTD","Canada","Westminster Resources Ltd"
"WMSI","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WILLIAMS INDUS INC","USA","Williams Industries, Incorporated"
"WMTM","OTC Link","27/10/2015","OTCQB","N","Common Stock","","WHITE MOUNTAIN TITANIUM","Chile","White Mountain Titanium Corp."
"WMTN","OTC Link","27/10/2015","OTCQB","N","Common Stock","","WESTMOUNTAIN GOLD INC","USA","Westmountain Gold, Inc."
"WNARF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WESTERN AREAS NL ORD","Australia","Western Areas NL"
"WNBD","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WINNING BRANDS CORP","Canada","Winning Brands Corp."
"WNDLF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WENDEL INVESTISSEMENT ACT","France","Wendel Investissement"
"WNDM","OTC Link","27/10/2015","OTCQB","N","Common Stock","","WOUND MGT TECHS INC","USA","Wound Management Technologies, Inc."
"WNDW","OTC Link","27/10/2015","OTCQB","N","Common Stock","","SOLARWINDOW TECH INC","USA","SolarWindow Technologies, Inc."
